Name	Set	ImageFile	Type	Bonus	Slot	Value	Card	Text
Dead Goldfish	Bites 2: Pants Macabre	bites2pm_treasure008,bitestreasureback	Treasure	+2 Bonus	--	No Value	Item	If you hav two Dead items, you get an extra +2.  If you have three, you get an extra +3, and so on.
Dead Parrot	Bites 2: Pants Macabre	bites2pm_treasure009,bitestreasureback	Treasure	+2 Bonus	--	No Value	Item	If you hav two Dead items, you get an extra +2.  If you have three, you get an extra +3, and so on.  Instead of using the combat bonus of the Dead Parrot, you may say "See, it's only sleeping!" when you are in combat.  Discard the Parrot and all monsters.  They are not killed, but they flee and you may draw a free Treasure.
Dead Roses	Bites 2: Pants Macabre	bites2pm_treasure010,bitestreasureback	Treasure	+1 Bonus	--	No Value	Item	If you hav two Dead items, you get an extra +2.  If you have three, you get an extra +3, and so on.  Instead of using the combat bonus of the Dead Roses, you may give them to a monster when you are in combat.  Discard the Roses and that monster.  The monster is not killed; it just goes away, crying, leaving its Treasure behind.
Especially Depressing	Bites 2: Pants Macabre	bites2pm_treasure011,bitestreasureback	Treasure	+2 Bonus	--	--	Enhancer	This card must be placed with an item that gives a level bonus.  That item is now the Especially Depressing (whatever), and is worth an extra +2 in combat.  This card goes with the item if it is lost, stolen, or discarded.
Fake Horns	Bites 2: Pants Macabre	bites2pm_treasure012,bitestreasureback	Treasure	+1 Bonus	Headgear	300 Gold Pieces	Item	Not Usable by Changeling.  Allows the wearer to use any Changeling-only items.  Monsters also react as though the wearer was a Changeling.  Does not give any other Changeling abilities.  This item may be worn over other headgear, but if you lose your headgear, the Fake Horns go, too.
Fire Hydrant	Bites 2: Pants Macabre	bites2pm_treasure013,bitestreasureback	Treasure	+3 Bonus	Big	600 Gold Pieces	Item	Usable by Werewolf Only
Frying Pan of Wrath	Bites 2: Pants Macabre	bites2pm_treasure014,bitestreasureback	Treasure	+4 Bonus	1 Hand	600 Gold Pieces	Item	Usable by Mummy Only
Glitter	Bites 2: Pants Macabre	bites2pm_treasure015,bitestreasureback	Treasure	+5 Bonus	--	200 Gold Pieces	UOO	+5 to either side.  Usable once only.
Go Out for a Bier	Bites 2: Pants Macabre	bites2pm_treasure016,bitestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Halloween	Bites 2: Pants Macabre	bites2pm_treasure017,bitestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Huge Dice Pool	Bites 2: Pants Macabre	bites2pm_treasure018,bitestreasureback	Treasure	+4 Bonus	Big; 2 Hands	600 Gold Pieces	Item	--
Loaded Die	Bites 2: Pants Macabre	bites2pm_treasure019,bitestreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play after ye roll the die, for any reason.  Turn the die so the number of yer choice is on top.  That's yer roll.  Usable once only.
Make Their Heads Explode	Bites 2: Pants Macabre	bites2pm_treasure020,bitestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
...Of the Dead	Bites 2: Pants Macabre	bites2pm_treasure021,bitestreasureback	Treasure	+3 Bonus	--	--	Enhancer	This card must be placed with an item that gives a level bonus.  That item is now the (whatever) Of The Dead, and is worth an extra +3 in combat.  This card goes with the item if it is lost, stolen, or discarded.
Pants Macabre	Bites 2: Pants Macabre	bites2pm_treasure022,bitestreasureback	Treasure	+3 Bonus	--	600 Gold Pieces	Item	--
Pet Raven	Bites 2: Pants Macabre	bites2pm_treasure023,bitestreasureback	Treasure	+2 Bonus	--	400 Gold Pieces	Item	Go up an extra level for any combat in which you slay Bats with the aid of your Pet Raven.
Picnic!	Bites 2: Pants Macabre	bites2pm_treasure024,bitestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Pixie Stick	Bites 2: Pants Macabre	bites2pm_treasure025,bitestreasureback	Treasure	+3 Bonus	2 Hands	700 Gold Pieces	Item	Usable by Changeling Only
Power Piercing	Bites 2: Pants Macabre	bites2pm_treasure026,bitestreasureback	Treasure	+3 Bonus	--	500 Gold Pieces	Item	Not Usable by Mummy
R-P-S	Bites 2: Pants Macabre	bites2pm_treasure027,bitestreasureback	Treasure	--	--	--	UOO	Play during any combat.  No one may play any further cards in that combat, and all cards used so far are discarded.  The player whose turn it is now plays Rock-Paper-Scissors with an opponent of his choice.  If he wins, he wins the combat, and otherwise, he loses.
Shoes With Their Own Zip Code	Bites 2: Pants Macabre	bites2pm_treasure028,bitestreasureback	Treasure	+2 Bonus	Big; Footgear	700 Gold Pieces	Item	--
Shoulder Angel	Bites 2: Pants Macabre	bites2pm_treasure029,bitestreasureback	Treasure	+4 Bonus	--	600 Gold Pieces	Item	If you have the Shoulder Angel, you must help anyone who asks for it, without asking for reward.  If you have the Shoulder Devil as well, they argue constantly, so the total bonus is only +6 but they do not affect your behavior.
Shoulder Devil	Bites 2: Pants Macabre	bites2pm_treasure030,bitestreasureback	Treasure	+4 Bonus	--	600 Gold Pieces	Item	If you have the shoulder Devil, you may not help anyone in combat unless they use a Power or item to force you to help.  If you have the Shoulder Angel as well, they argue constantly, so the total bonus is only +6 but they do not affect your behavior.
Slay a Minion	Bites 2: Pants Macabre	bites2pm_treasure031,bitestreasureback	Treasure	Go Up A Level	--	--	GUAL	You can use this card only if a Minion is in play (no matter who owns him).  Discard the Minion.
Spiked Collar	Bites 2: Pants Macabre	bites2pm_treasure032,bitestreasureback	Treasure	+2 Bonus (+4 for Werewolf)	--	600 Gold Pieces	Item	--
Toughen Yourself With Bad Fiction	Bites 2: Pants Macabre	bites2pm_treasure033,bitestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Unhappy Meal	Bites 2: Pants Macabre	bites2pm_treasure034,bitestreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Wishing Ring	Bites 2: Pants Macabre	bites2pm_treasure035,bitestreasureback	Treasure	--	--	500 Gold Pieces	UOO	Cancels any curse.  Play at any time.  Usable once only.
Wolfskin Armor	Bites 2: Pants Macabre	bites2pm_treasure036,bitestreasureback	Treasure	+2 Bonus	Armor	400 Gold Pieces	Item	Not Usable by Werewolf
Your Powers Have Grown!	Bites 2: Pants Macabre	bites2pm_treasure037,bitestreasureback	Treasure	--	--	--	UOO	Go through the Door discards, starting at the top, and take the first Power card that you can legally use.
1/3-Breed1	Munchkin Blender	blender_door001,blenderdoorback	Door	--	--	--	--	text
1/3-Breed2	Munchkin Blender	blender_door002,blenderdoorback	Door	--	--	--	--	text
1/3-Breed3	Munchkin Blender	blender_door003,blenderdoorback	Door	--	--	--	--	text
Amazingly	Munchkin Blender	blender_door004,blenderdoorback	Door	--	--	--	--	text
Armor-Plated	Munchkin Blender	blender_door005,blenderdoorback	Door	--	--	--	--	text
Astoundingly	Munchkin Blender	blender_door006,blenderdoorback	Door	--	--	--	--	text
Bad Smell	Munchkin Blender	blender_door007,blenderdoorback	Door	--	--	--	--	text
Bedridden	Munchkin Blender	blender_door008,blenderdoorback	Door	--	--	--	--	text
Buffed	Munchkin Blender	blender_door009,blenderdoorback	Door	--	--	--	--	text
Cheat!1	Munchkin Blender	blender_door010,blenderdoorback	Door	--	--	--	--	text
Cheat!2	Munchkin Blender	blender_door011,blenderdoorback	Door	--	--	--	--	text
Cheat!3	Munchkin Blender	blender_door012,blenderdoorback	Door	--	--	--	--	text
Cheat!4	Munchkin Blender	blender_door013,blenderdoorback	Door	--	--	--	--	text
Cheat!5	Munchkin Blender	blender_door014,blenderdoorback	Door	--	--	--	--	text
Cheat!6	Munchkin Blender	blender_door015,blenderdoorback	Door	--	--	--	--	text
Chimera	Munchkin Blender	blender_door016,blenderdoorback	Door	--	--	--	--	text
Curse! Don't Call Me Shirley!	Munchkin Blender	blender_door017,blenderdoorback	Door	--	--	--	--	text
Curse! GM Enforces Rules!	Munchkin Blender	blender_door018,blenderdoorback	Door	--	--	--	--	text
Dire	Munchkin Blender	blender_door019,blenderdoorback	Door	--	--	--	--	text
Direct To Video Sequel	Munchkin Blender	blender_door020,blenderdoorback	Door	--	--	--	--	text
Dirty Laundry	Munchkin Blender	blender_door021,blenderdoorback	Door	--	--	--	--	text
Disgustingly	Munchkin Blender	blender_door022,blenderdoorback	Door	--	--	--	--	text
Dogpile1	Munchkin Blender	blender_door023,blenderdoorback	Door	--	--	--	--	text
Dogpile2	Munchkin Blender	blender_door024,blenderdoorback	Door	--	--	--	--	text
Drunk	Munchkin Blender	blender_door025,blenderdoorback	Door	--	--	--	--	text
Epic Junior1	Munchkin Blender	blender_door026,blenderdoorback	Door	--	--	--	--	text
Epic Junior2	Munchkin Blender	blender_door027,blenderdoorback	Door	--	--	--	--	text
Epic Junior3	Munchkin Blender	blender_door028,blenderdoorback	Door	--	--	--	--	text
Exploding	Munchkin Blender	blender_door029,blenderdoorback	Door	--	--	--	--	text
Extremely	Munchkin Blender	blender_door030,blenderdoorback	Door	--	--	--	--	text
Footprints	Munchkin Blender	blender_door031,blenderdoorback	Door	--	--	--	--	text
Fries	Munchkin Blender	blender_door032,blenderdoorback	Door	--	--	--	--	text
Game Store Manager	Munchkin Blender	blender_door033,blenderdoorback	Door	--	--	--	--	text
Graffiti	Munchkin Blender	blender_door034,blenderdoorback	Door	--	--	--	--	text
Green Army Men	Munchkin Blender	blender_door035,blenderdoorback	Door	--	--	--	--	text
Hairy	Munchkin Blender	blender_door036,blenderdoorback	Door	--	--	--	--	text
Half-Breed1	Munchkin Blender	blender_door037,blenderdoorback	Door	--	--	--	--	text
Half-Breed2	Munchkin Blender	blender_door038,blenderdoorback	Door	--	--	--	--	text
Half-Breed3	Munchkin Blender	blender_door039,blenderdoorback	Door	--	--	--	--	text
Large Economy Size	Munchkin Blender	blender_door040,blenderdoorback	Door	--	--	--	--	text
Mind-Bogglingly	Munchkin Blender	blender_door041,blenderdoorback	Door	--	--	--	--	text
Monster Mash1	Munchkin Blender	blender_door042,blenderdoorback	Door	--	--	--	--	text
Monster Mash2	Munchkin Blender	blender_door043,blenderdoorback	Door	--	--	--	--	text
...Of Love	Munchkin Blender	blender_door044,blenderdoorback	Door	--	--	--	--	text
Old Edition1	Munchkin Blender	blender_door045,blenderdoorback	Door	--	--	--	--	text
Old Edition2	Munchkin Blender	blender_door046,blenderdoorback	Door	--	--	--	--	text
Old Edition3	Munchkin Blender	blender_door047,blenderdoorback	Door	--	--	--	--	text
Smiley Face	Munchkin Blender	blender_door048,blenderdoorback	Door	--	--	--	--	text
Sneaky	Munchkin Blender	blender_door049,blenderdoorback	Door	--	--	--	--	text
Sock Puppet	Munchkin Blender	blender_door050,blenderdoorback	Door	--	--	--	--	text
Standie	Munchkin Blender	blender_door051,blenderdoorback	Door	--	--	--	--	text
Super Duper Munchkin	Munchkin Blender	blender_door052,blenderdoorback	Door	--	--	--	--	text
Super Munchkin1	Munchkin Blender	blender_door053,blenderdoorback	Door	--	--	--	--	text
Super Munchkin2	Munchkin Blender	blender_door054,blenderdoorback	Door	--	--	--	--	text
Super Munchkin3	Munchkin Blender	blender_door055,blenderdoorback	Door	--	--	--	--	text
Television	Munchkin Blender	blender_door056,blenderdoorback	Door	--	--	--	--	text
Toothless	Munchkin Blender	blender_door057,blenderdoorback	Door	--	--	--	--	text
Ultra Munchkin1	Munchkin Blender	blender_door058,blenderdoorback	Door	--	--	--	--	text
Ultra Munchkin2	Munchkin Blender	blender_door059,blenderdoorback	Door	--	--	--	--	text
Ultra Munchkin3	Munchkin Blender	blender_door060,blenderdoorback	Door	--	--	--	--	text
Ultra-Rare	Munchkin Blender	blender_door061,blenderdoorback	Door	--	--	--	--	text
Unbelievably	Munchkin Blender	blender_door062,blenderdoorback	Door	--	--	--	--	text
Undead1	Munchkin Blender	blender_door063,blenderdoorback	Door	--	--	--	--	text
Undead2	Munchkin Blender	blender_door064,blenderdoorback	Door	--	--	--	--	text
Undead3	Munchkin Blender	blender_door065,blenderdoorback	Door	--	--	--	--	text
Wandering Monster1	Munchkin Blender	blender_door066,blenderdoorback	Door	--	--	--	--	text
Wandering Monster2	Munchkin Blender	blender_door067,blenderdoorback	Door	--	--	--	--	text
Wandering Monster3	Munchkin Blender	blender_door068,blenderdoorback	Door	--	--	--	--	text
Wandering Monster4	Munchkin Blender	blender_door069,blenderdoorback	Door	--	--	--	--	text
...With Extra Cheese	Munchkin Blender	blender_door070,blenderdoorback	Door	--	--	--	--	text
Air-Cooled	Munchkin Blender	blender_treasure001,blendertreasureback	Treasure	+2 Bonus	--	--	Enhancer	To Headgear Only.  Place this card with a Headgear item that gives a level bonus.  That item is now the Air-Cooled (whatever), and gives an extra +2 in combat.  This card goes with the item if it is lost, stolen, or discarded.
Armor-Piercing	Munchkin Blender	blender_treasure002,blendertreasureback	Treasure	+3 Bonus	--	--	Enhancer	To Weapon Only.  Place this card with a weapon (that is, an item requiring Hands) that gives a level bonus.  That item is now the Armor-Piercing (whatever), and gives an extra +3 in combat.  This card goes with the item if it is lost, stolen, or discarded.
Cheat Like There's No Tomorrow	Munchkin Blender	blender_treasure003,blendertreasureback	Treasure	--	--	--	UOO	For one combat only, you may use any and all items you possess, regardless of Hands, race or class restrictions, or anything else.  After the combat, you must discard all items that it would have been illegal for you to use if not for this card.  One use only.  Discard after use.
Cheat With Both Hands1	Munchkin Blender	blender_treasure004,blendertreasureback	Treasure	--	--	--	Enhancer	You may have and use any two items that would otherwise be against the rules.  Play this card with at least one such item.  You may add the second one later if you wish, but you can't switch either of them for a new item.  Put this card with your chosen items.  Discard it after you have lost (sold, etc.) both of them.
Cheat With Both Hands2	Munchkin Blender	blender_treasure005,blendertreasureback	Treasure	--	--	--	Enhancer	You may have and use any two items that would otherwise be against the rules.  Play this card with at least one such item.  You may add the second one later if you wish, but you can't switch either of them for a new item.  Put this card with your chosen items.  Discard it after you have lost (sold, etc.) both of them.
Cheat With Both Hands3	Munchkin Blender	blender_treasure006,blendertreasureback	Treasure	--	--	--	Enhancer	You may have and use any two items that would otherwise be against the rules.  Play this card with at least one such item.  You may add the second one later if you wish, but you can't switch either of them for a new item.  Put this card with your chosen items.  Discard it after you have lost (sold, etc.) both of them.
Extra Feat	Munchkin Blender	blender_treasure007,blendertreasureback	Treasure	--	--	No Value	Item	Usable by Human Only.  You may wear and use two items of Footgear at the same time.
Extra-Loud	Munchkin Blender	blender_treasure008,blendertreasureback	Treasure	+3 Bonus	--	--	Enhancer	To Weapon Only.  Place this card with a weapon (that is, an item requiring Hands) that gives a level bonus.  That item is now the Extra-Loud (whatever), and gives an extra +3 in combat.  This card goes with the item if it is lost, stolen, or discarded
Feed GM's Dice Habit	Munchkin Blender	blender_treasure009,blendertreasureback	Treasure	Go Up A Level	--	--	GUAL	Instead of going up a level, you may use this card at any time you are not in combat.  Discard it, and then go through the discards and pick any one Race or Class card.
Gold-Plated	Munchkin Blender	blender_treasure010,blendertreasureback	Treasure	+2 Bonus	--	--	Enhancer	To Weapon Only.  Place this card with a weapon (that is, an item requiring Hands) that gives a level bonus.  That item is now the Gold-Plated (whatever), and gives an extra +2 in combat.  This card goes with the item if it is lost, stolen, or discarded
Hurt GM's Brain	Munchkin Blender	blender_treasure011,blendertreasureback	Treasure	Go Up A Level	--	--	GUAL	Instead of going up a level, you may use this card at any time you are not in combat.  Discard it, and then go through the discards and pick any one Race or Class card.
Inflatable Munchkin	Munchkin Blender	blender_treasure012,blendertreasureback	Treasure	--	--	300 Gold Pieces	UOO	Draws off all pursuit, enabling you to Run Away from every monster in a combat without making a die roll.  If someone else is in the combat, they escape too.  Usable once only.
Loaded Die1	Munchkin Blender	blender_treasure013,blendertreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play after you roll the die, for any reason.  Turn the die so the number of your choice is on top.  That's your roll.   Usable once only.
Loaded Die2	Munchkin Blender	blender_treasure014,blendertreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play after you roll the die, for any reason.  Turn the die so the number of your choice is on top.  That's your roll.   Usable once only.
Lucky Penny	Munchkin Blender	blender_treasure015,blendertreasureback	Treasure	--	--	300 Gold Pieces	UOO	Whenever someone else loses an item or items to a Trap or Curse, you can immediately discard this item and claim any one of the items he lost.  Usable once only.
Lucky Talisman1	Munchkin Blender	blender_treasure016,blendertreasureback	Treasure	--	--	300 Gold Pieces	UOO	You may invoke your Talisman when you are hit by any Trap or Curse.  Pass the effect to one of the players next to you - your choice.  If they have a legal way to escape it, they may do so.  Usable once only.
Lucky Talisman2	Munchkin Blender	blender_treasure017,blendertreasureback	Treasure	--	--	300 Gold Pieces	UOO	You may invoke your Talisman when you are hit by any Trap or Curse.  Pass the effect to one of the players next to you - your choice.  If they have a legal way to escape it, they may do so.  Usable once only.
Lucky Talisman3	Munchkin Blender	blender_treasure018,blendertreasureback	Treasure	--	--	300 Gold Pieces	UOO	You may invoke your Talisman when you are hit by any Trap or Curse.  Pass the effect to one of the players next to you - your choice.  If they have a legal way to escape it, they may do so.  Usable once only.
Lucky Talisman4	Munchkin Blender	blender_treasure019,blendertreasureback	Treasure	--	--	300 Gold Pieces	UOO	You may invoke your Talisman when you are hit by any Trap or Curse.  Pass the effect to one of the players next to you - your choice.  If they have a legal way to escape it, they may do so.  Usable once only.
Magic Blessed DNA Potion	Munchkin Blender	blender_treasure020,blendertreasureback	Treasure	--	--	500 Gold Pieces	UOO	You may drink the potion at any time, even if you are in combat.  Go through the discard pile and select any Race card you want.  You may put it in play immediately if it is otherwise legal for you to do so.  Usable once only.
